1,53
1,80
1,54
1,60
1,98
1,55
1,52
1,86
1,41
1,32
1,36
1,48
1,12
1,42
1,9
1,8
1,34
1,16
1,23
1,50
1,31
1,37
1,19
1,59
1,18
1,6
1,51
1,40
1,5
1,11
1,24
1,2
1,20
1,28
1,25
1,49
1,15
1,30
1,4
1,27
1,35
1,57
1,81
1,92
1,7
1,26
1,29
1,21
1,39
1,46
1,58
1,89
1,47
1,69
1,63
1,71
1,64
1,70
1,61
1,77
1,88
1,65
1,91
1,68
1,66
1,73
1,72
1,10
1,33
1,0
1,45
1,22
1,38
1,13
1,43
1,3
14,53
14,80
14,54
14,60
14,98
14,55
14,52
14,86
14,41
14,32
14,36
14,48
14,12
14,42
14,9
14,8
14,34
14,16
14,23
14,50
14,31
14,37
14,19
14,59
14,18
14,6
14,51
14,40
14,5
14,11
14,24
14,2
14,20
14,28
14,25
14,49
14,15
14,30
14,4
14,27
14,35
14,57
14,81
14,92
14,7
14,26
14,29
14,21
14,39
14,46
14,58
14,89
14,47
14,69
14,63
14,71
14,64
14,70
14,61
14,77
14,88
14,65
14,91
14,68
14,66
14,73
14,72
14,10
14,33
14,0
14,45
14,22
14,38
14,13
14,43
14,3
17,1
17,14
44,1
44,14
56,1
56,14
62,53
62,80
62,54
62,60
62,98
62,55
62,52
62,86
62,87
62,79
62,95
62,83
62,75
62,99
62,97
62,63
62,71
62,64
62,70
62,61
62,77
62,88
62,90
62,94
62,96
62,65
62,91
62,68
62,66
62,73
62,72
62,78
62,85
62,76
67,53
67,80
67,54
67,60
67,98
67,55
67,52
67,86
67,82
67,63
67,71
67,64
67,70
67,61
67,77
67,88
67,74
74,53
74,80
74,54
74,60
74,98
74,55
74,52
74,86
74,87
74,82
74,79
74,95
74,83
74,75
74,99
74,97
74,63
74,71
74,64
74,70
74,61
74,77
74,88
74,90
74,94
74,96
74,65
74,91
74,68
74,66
74,73
74,72
74,78
74,85
74,76
84,83
84,75
84,99
84,97
84,63
84,71
84,64
84,70
84,61
84,77
84,88
93,89
93,47
93,69
