1,2
1,20
1,172
1,63
1,15
1,8
1,10
1,12
1,3
1,18
1,13
1,58
1,16
1,17
1,4
1,94
1,11
1,9
1,378
1,365
1,14
1,7
1,5
1,0
1,22
1,38
1,6
1,55
19,21
19,192
19,201
19,1
19,76
19,45
19,51
19,56
19,20
19,90
19,77
19,187
19,188
19,107
19,311
19,172
19,63
19,23
19,24
19,15
19,61
19,34
19,237
19,35
19,96
19,168
19,81
19,49
19,109
19,203
19,18
19,28
19,396
19,129
19,112
19,124
19,53
19,103
19,101
19,281
19,43
19,165
19,29
19,50
19,128
19,59
19,52
19,268
19,65
19,58
19,31
19,224
19,95
19,216
19,160
19,158
19,377
19,33
19,317
19,39
19,36
19,37
19,117
19,232
19,186
19,306
19,27
19,71
19,42
19,48
19,75
19,176
19,22
19,32
19,304
19,38
19,44
19,113
19,70
19,110
19,55
19,106
19,140
19,40
19,108
19,57
19,25
19,26
19,73
19,211
30,192
30,236
30,76
30,45
30,90
30,72
30,200
30,368
30,214
30,23
30,24
30,271
30,285
30,61
30,34
30,237
30,136
30,89
30,35
30,239
30,96
30,81
30,49
30,159
30,151
30,171
30,347
30,124
30,101
30,43
30,128
30,59
30,52
30,399
30,83
30,274
30,97
30,31
30,322
30,120
30,295
30,118
30,227
30,197
30,216
30,149
30,320
30,291
30,209
30,337
30,213
30,158
30,33
30,39
30,36
30,37
30,60
30,134
30,117
30,27
30,166
30,71
30,42
30,48
30,75
30,210
30,32
30,304
30,194
30,138
30,44
30,113
30,70
30,106
30,114
30,140
30,40
30,108
30,182
30,228
41,212
41,366
41,61
41,34
41,237
41,49
41,345
41,351
41,124
41,158
41,33
41,39
41,42
41,48
41,75
41,57
46,45
46,51
46,56
46,66
46,243
46,77
46,177
46,196
46,240
46,187
46,188
46,74
46,326
46,62
46,64
46,61
46,34
46,237
46,79
46,184
46,249
46,98
46,81
46,49
46,260
46,307
46,111
46,318
46,91
46,396
46,124
46,165
46,59
46,52
46,132
46,384
46,100
46,356
46,305
46,160
46,158
46,377
46,33
46,317
46,39
46,37
46,71
46,42
46,48
46,75
46,57
46,73
46,211
47,292
47,275
47,163
47,207
47,45
47,51
47,56
47,90
47,247
47,276
47,66
47,243
47,349
47,177
47,196
47,240
47,82
47,339
47,310
47,187
47,188
47,74
47,326
47,147
47,62
47,64
47,61
47,34
47,237
47,79
47,184
47,249
47,98
47,78
47,258
47,168
47,68
47,81
47,49
47,345
47,198
47,142
47,397
47,260
47,307
47,111
47,318
47,109
47,203
47,308
47,296
47,91
47,396
47,193
47,129
47,112
47,124
47,53
47,103
47,165
47,323
47,29
47,50
